market,idt,maturity_target,mu,sd,skew,kurt,p10,p50,p90,lg_change_decr,prDec,lg_change_incr,prInc
tr10yr,10/19/2022,3,0.00137,0.04925,-0.81609,1.25523,-0.06536,0.00847,0.05491,-5,0.14192,5,0.12606
tr10yr,10/26/2022,3,0.00082,0.04744,-0.43852,0.58968,-0.0621,0.0045,0.05652,-5,0.1403,5,0.12981
tr10yr,11/2/2022,3,0.00052,0.04765,0.21332,0.24554,-0.05876,-0.00176,0.06231,-5,0.13946,5,0.14493
tr10yr,11/9/2022,3,0.00128,0.04169,-0.4706,0.7731,-0.05314,0.00452,0.05004,-5,0.11135,5,0.09853
tr10yr,11/16/2022,3,0.00109,0.04186,-0.30435,0.57078,-0.05285,0.00283,0.05117,-5,0.11067,5,0.10621
tr10yr,11/23/2022,3,0.00101,0.04393,-0.14087,0.40651,-0.05547,0.00158,0.05456,-5,0.12092,5,0.11991
tr10yr,11/30/2022,3,0.00141,0.04184,-0.26349,0.47209,-0.05326,0.00359,0.05105,-5,0.11287,5,0.10572
tr10yr,12/7/2022,3,-0.00063,0.04299,0.04811,0.4832,-0.05422,-0.00095,0.05256,-5,0.11668,5,0.11162
tr10yr,12/14/2022,3,1.00E-04,0.03956,-0.17569,0.58912,-0.05046,0.00102,0.04784,-5,0.10108,5,0.09107
tr10yr,12/21/2022,3,0.00086,0.04053,-0.58855,0.8413,-0.05366,0.0053,0.04679,-5,0.11205,5,0.0848
tr10yr,12/28/2022,3,0.0013,0.04531,-0.84278,1.06048,-0.06269,0.00896,0.05007,-5,0.13496,5,0.09977
tr10yr,1/4/2023,3,0.00126,0.04216,-0.64551,0.787,-0.0562,0.00658,0.04879,-5,0.12017,5,0.09311
tr10yr,1/11/2023,3,0.00119,0.03804,-0.49895,0.61731,-0.0498,0.00452,0.04505,-5,0.10002,5,0.07624
tr10yr,01/18/2023,3,0.00162,0.04107,-0.63836,0.66345,-0.05503,0.00703,0.04776,-5,0.11689,5,0.08988
tr10yr,01/25/2023,3,0.00141,0.03645,-0.4607,0.53034,-0.04743,0.0047,0.04394,-5,0.09151,5,0.06995
tr10yr,2/1/2023,3,-0.00039,0.03245,-0.02883,0.47177,-0.04094,-0.00079,0.03993,-5,0.06178,5,0.059
tr10yr,2/8/2023,3,8.00E-05,0.03525,-0.33442,0.49513,-0.04572,0.00208,0.04201,-5,0.08386,5,0.06428
tr10yr,02/15/2023,3,0.00062,0.03699,-0.65268,0.83796,-0.04954,0.00513,0.04223,-5,0.09786,5,0.06229
tr10yr,02/22/2023,3,0.00076,0.03948,-0.78694,0.92745,-0.05465,0.00708,0.04379,-5,0.11363,5,0.06808
tr10yr,3/8/2023,3,0.00023,0.04003,-0.25324,0.34155,-0.0517,0.00194,0.04889,-5,0.10655,5,0.09552
tr10yr,03/15/2023,3,-0.00224,0.05742,0.41944,0.69926,-0.07119,-0.00655,0.07124,-5,0.19311,5,0.16606
tr10yr,03/22/2023,3,0.00014,0.04776,-0.24385,0.5576,-0.06145,0.00266,0.05693,-5,0.14222,5,0.13083
tr10yr,03/29/2023,3,0.00073,0.05053,-0.4448,0.60798,-0.06683,0.00506,0.0592,-5,0.15395,5,0.14268
tr10yr,4/5/2023,3,0.00057,0.04906,-0.32327,0.40992,-0.06434,0.0042,0.05856,-5,0.15063,5,0.13948
tr10yr,4/12/2023,3,0.00066,0.04207,-0.16654,0.56621,-0.05247,0.00131,0.0519,-5,0.11039,5,0.10722
tr10yr,04/19/2023,3,0.00104,0.04045,-0.25424,0.60008,-0.05067,0.00213,0.04981,-5,0.10223,5,0.09928
tr10yr,04/26/2023,3,0.00152,0.04693,-0.41931,0.48935,-0.06112,0.00548,0.05607,-5,0.13899,5,0.1299
tr10yr,5/3/2023,3,-0.00091,0.04038,-0.02112,0.53161,-0.05147,-0.00079,0.04869,-5,0.10532,5,0.09523
tr10yr,5/10/2023,3,-0.00075,0.04268,-0.13063,0.48904,-0.05532,0.00042,0.05065,-5,0.12091,5,0.10394
tr10yr,05/17/2023,3,0,0.04336,-0.51576,0.69922,-0.05813,0.0047,0.04956,-5,0.12736,5,0.09774
tr10yr,05/24/2023,3,0.00042,0.05009,-0.76001,0.73677,-0.0707,0.00884,0.05517,-5,0.15996,5,0.12785
tr10yr,05/31/2023,3,6.00E-04,0.04658,-0.58598,0.9795,-0.06024,0.00507,0.05388,-5,0.13241,5,0.11803
tr10yr,6/7/2023,3,0.00136,0.04591,-1.01638,1.51444,-0.06285,0.00959,0.04935,-5,0.13126,5,0.09779
tr10yr,06/14/2023,3,0.00129,0.04218,-0.84328,1.10135,-0.05733,0.00804,0.04687,-5,0.12167,5,0.08513
tr10yr,06/21/2023,3,0.00129,0.04999,-1.03145,1.01377,-0.07493,0.01267,0.05187,-5,0.16231,5,0.11366
tr10yr,06/28/2023,3,0.00125,0.04699,-0.8309,0.61187,-0.06801,0.01119,0.05115,-5,0.15515,5,0.10755
tr10yr,7/5/2023,3,0.00188,0.04384,-0.85233,1.12564,-0.0587,0.00896,0.04936,-5,0.1248,5,0.09783
tr10yr,7/12/2023,3,0.00045,0.03647,-0.08189,0.55128,-0.04514,0.00066,0.04505,-5,0.08209,5,0.07904
tr10yr,07/19/2023,3,0.00055,0.03472,-0.05903,0.45687,-0.04343,0.00072,0.04299,-5,0.07298,5,0.07202
tr10yr,07/26/2023,3,0.00058,0.03375,-0.03105,0.41869,-0.04183,2.00E-05,0.04242,-5,0.06812,5,0.06692
tr10yr,8/2/2023,3,-0.00016,0.03824,-0.3485,0.63646,-0.04978,0.00201,0.0449,-5,0.09809,5,0.07859
tr10yr,8/9/2023,3,0,0.03826,-0.34407,0.68453,-0.04877,0.00208,0.04555,-5,0.09594,5,0.08076
tr10yr,08/16/2023,3,0.00046,0.04123,-0.71333,0.95811,-0.05604,0.006,0.04605,-5,0.11769,5,0.07996
tr10yr,08/23/2023,3,0.00071,0.03978,-0.65565,0.96663,-0.05252,0.00534,0.04566,-5,0.10696,5,0.07851
tr10yr,08/30/2023,3,0.00056,0.03689,-0.53196,0.77669,-0.04833,0.00417,0.0431,-5,0.09461,5,0.06646
tr10yr,9/6/2023,3,0.00071,0.03763,-0.59347,0.85167,-0.04965,0.00481,0.04334,-5,0.0979,5,0.06944
tr10yr,9/7/2023,NA,0.00071,0.03763,-0.59347,0.85167,-0.04965,0.00481,0.04334,-5,0.0979,5,0.06944
tr10yr,09/13/2023,3,0.00042,0.03464,-0.37877,0.63627,-0.04468,0.00253,0.04106,-5,0.08158,5,0.06039
tr10yr,09/20/2023,3,0.00071,0.03483,-0.47135,0.64164,-0.04541,0.00372,0.0412,-5,0.08466,5,0.05865
tr10yr,09/27/2023,3,0.00138,0.04401,-0.69085,1.00039,-0.0575,0.00674,0.0507,-5,0.12339,5,0.10288
tr10yr,10/4/2023,3,0.00168,0.04958,-0.70141,0.94077,-0.06516,0.0078,0.05701,-5,0.14394,5,0.13675
tr10yr,10/11/2023,3,9.00E-04,0.04362,-0.81758,1.26761,-0.05892,0.00754,0.04784,-5,0.12574,5,0.08943
tr10yr,10/18/2023,3,0.00098,0.05007,-0.64106,0.74598,-0.06767,0.00795,0.05698,-5,0.1531,5,0.13614
tr10yr,10/25/2023,3,0.00106,0.04956,-0.70002,0.78841,-0.06813,0.00842,0.05555,-5,0.15189,5,0.12843
tr10yr,11/1/2023,3,0.00146,0.04098,-0.2974,0.5739,-0.05198,0.00356,0.04984,-5,0.10558,5,0.10104
tr10yr,11/8/2023,3,0.00059,0.03893,-0.23518,0.60557,-0.04946,0.00194,0.0466,-5,0.09813,5,0.08712
tr10yr,11/15/2023,3,0.00089,0.03978,-0.24331,0.55835,-0.05032,0.00281,0.04811,-5,0.10034,5,0.09185
tr10yr,11/22/2023,3,0.00114,0.03671,-0.28681,0.58932,-0.04631,0.00234,0.04439,-5,0.08542,5,0.07744
tr10yr,11/29/2023,3,0.00088,0.03951,-0.08478,0.35248,-0.05017,0.00179,0.04897,-5,0.09978,5,0.09649
tr10yr,12/6/2023,3,-0.00109,0.04126,0.27861,0.67987,-0.05099,-0.00289,0.05057,-5,0.10507,5,0.10217
tr10yr,12/13/2023,3,-4.00E-05,0.04932,-0.72304,0.37132,-0.07387,0.00961,0.05303,-5,0.17336,5,0.11654
tr10yr,12/20/2023,3,0.00043,0.04112,-0.39903,0.61443,-0.05413,0.00375,0.04822,-5,0.1134,5,0.0927
tr10yr,12/27/2023,3,0.00041,0.04016,-0.30934,0.61772,-0.05208,0.00285,0.04733,-5,0.10873,5,0.08836
tr10yr,1/3/2024,3,0.00058,0.04141,-0.33383,0.58396,-0.05387,0.00361,0.04893,-5,0.11334,5,0.09509
tr10yr,1/10/2024,3,0.00112,0.04236,-0.5537,0.61977,-0.05674,0.00583,0.04902,-5,0.12287,5,0.09416
tr5yr,9/10/2014,3,0.00073,0.01548,-0.49725,0.6282,-0.0198,0.00152,0.01899,-3,0.03796,3,0.01704
tr5yr,09/17/2014,3,0.00071,0.01489,-0.49342,0.75518,-0.0187,0.00161,0.01792,-3,0.03404,3,0.01499
tr5yr,09/24/2014,3,0.00057,0.01408,-0.29778,0.40397,-0.0181,0.00114,0.01732,-3,0.02439,3,0.01283
tr5yr,10/1/2014,3,0.00051,0.01492,-0.22744,0.31928,-0.01872,0.00062,0.0185,-3,0.03042,3,0.01818
tr5yr,10/8/2014,3,0.00034,0.01511,-0.03558,0.41817,-0.01887,2.00E-05,0.01867,-3,0.02724,3,0.02543
tr5yr,10/15/2014,3,-2.00E-04,0.02304,0.35734,0.35815,-0.02853,-0.0021,0.02945,-3,0.08737,3,0.09679
tr5yr,10/22/2014,3,0.00011,0.02245,0.34321,0.30008,-0.02752,-0.00216,0.02836,-3,0.08391,3,0.0881
tr5yr,10/29/2014,3,0.00106,0.0219,-0.04957,0.1879,-0.02709,4.00E-05,0.02845,-3,0.084,3,0.08623
tr5yr,11/5/2014,3,0.00031,0.01624,-0.25196,0.43756,-0.02051,0.00084,0.02009,-3,0.04152,3,0.02756
tr5yr,11/12/2014,3,1.00E-04,0.01586,-0.12893,0.34309,-0.02035,0.00044,0.01953,-3,0.03593,3,0.02786
tr5yr,11/19/2014,3,0.00027,0.01596,-0.11703,0.41979,-0.01976,0.00046,0.01983,-3,0.03575,3,0.03082
tr5yr,11/26/2014,3,0.00017,0.01569,-0.04243,0.475,-0.01962,1.00E-05,0.01928,-3,0.03199,3,0.02939
tr5yr,12/3/2014,3,0.00031,0.01665,-0.14421,0.50798,-0.02099,5.00E-04,0.02061,-3,0.04106,3,0.03457
tr5yr,12/10/2014,3,0.00021,0.01727,-0.02987,0.37857,-0.02149,1.00E-05,0.02162,-3,0.04424,3,0.04192
tr5yr,12/17/2014,3,0.00027,0.01927,-0.0697,0.67367,-0.02375,2.00E-05,0.02384,-3,0.06012,3,0.05651
tr5yr,12/24/2014,3,6.00E-04,0.01838,-0.30902,0.69722,-0.02288,0.00115,0.0225,-3,0.05549,3,0.04721
tr5yr,12/31/2014,3,0.00054,0.01753,-0.25546,0.64035,-0.02177,0.00062,0.02145,-3,0.04884,3,0.03872
tr5yr,1/7/2015,3,0.00017,0.02015,0.101,0.54565,-0.02479,-0.00063,0.02504,-3,0.06331,3,0.06739
tr5yr,01/14/2015,3,0.00035,0.02019,0.04977,0.4533,-0.02493,2.00E-05,0.02528,-3,0.06506,3,0.06792
tr5yr,01/21/2015,3,0.00075,0.02164,-0.19666,0.62319,-0.02697,0.00081,0.02661,-3,0.07721,3,0.07931
tr5yr,01/28/2015,3,0.00067,0.02049,-0.07858,0.43978,-0.02547,3.00E-05,0.0261,-3,0.06869,3,0.07151
tr5yr,2/4/2015,3,0.00041,0.01903,-0.24931,0.59235,-0.02357,0.00083,0.02379,-3,0.05906,3,0.05248
tr5yr,2/11/2015,3,0,0.01992,-0.01887,0.67462,-0.02481,1.00E-05,0.02419,-3,0.06483,3,0.06249
tr5yr,02/18/2015,3,-0.00019,0.01973,0.10787,0.43084,-0.02481,-0.00086,0.02422,-3,0.06283,3,0.06227
tr5yr,02/25/2015,3,1.00E-05,0.01932,0.03296,0.45563,-0.02439,-0.00044,0.02385,-3,0.06012,3,0.05852
tr5yr,3/4/2015,3,0.00021,0.01998,-0.07277,0.40373,-0.02527,1.00E-05,0.02472,-3,0.0655,3,0.06458
tr5yr,3/11/2015,3,4.00E-05,0.0192,0.069,0.35903,-0.02391,-0.00049,0.02394,-3,0.05748,3,0.06031
tr5yr,03/18/2015,3,0.00019,0.01916,-0.01211,0.29042,-0.0241,1.00E-05,0.02417,-3,0.05904,3,0.05847
tr5yr,03/25/2015,3,0.00018,0.01824,0.05359,0.31806,-0.02267,-0.00055,0.02286,-3,0.04873,3,0.05178
tr5yr,4/1/2015,3,0.00021,0.01822,0.0459,0.28182,-0.02276,2.00E-05,0.02299,-3,0.04905,3,0.05167
tr5yr,4/8/2015,3,0.00044,0.01609,-0.09259,0.36893,-0.01996,2.00E-05,0.02035,-3,0.036,3,0.03247
tr5yr,04/15/2015,NA,0.00042,0.01462,-0.06449,0.41897,-0.01823,2.00E-05,0.01806,-3,0.02367,3,0.02288
tr5yr,04/22/2015,3,0.00057,0.01564,-0.12083,0.33409,-0.01946,8.00E-04,0.02005,-3,0.03356,3,0.02753
tr5yr,04/29/2015,3,0.00071,0.01591,-0.21131,0.56335,-0.01954,0.00091,0.0194,-3,0.03471,3,0.0289
tr5yr,5/6/2015,3,5.00E-04,0.01819,-0.34842,0.62911,-0.02263,0.00125,0.02252,-3,0.05644,3,0.0414
tr5yr,05/13/2015,3,0.00051,0.01747,-0.36957,0.70717,-0.02167,0.0013,0.02163,-3,0.052,3,0.03678
tr5yr,05/20/2015,3,0.00048,0.0174,-0.24691,0.49692,-0.02158,9.00E-04,0.02158,-3,0.04848,3,0.03965
tr5yr,05/27/2015,3,0.00039,0.01769,-0.21886,0.47448,-0.02246,0.00094,0.02201,-3,0.05022,3,0.04063
tr5yr,6/3/2015,3,0.00081,0.01933,-0.54152,0.81908,-0.02429,0.00193,0.02331,-3,0.06608,3,0.04698
tr5yr,6/10/2015,3,0.00077,0.01879,-0.48309,0.84733,-0.0234,0.00203,0.02295,-3,0.06072,3,0.04515
tr5yr,06/17/2015,3,0.00043,0.01706,-0.19069,0.4808,-0.0214,0.00055,0.02105,-3,0.04382,3,0.03785
tr5yr,06/24/2015,3,0.00023,0.01741,-0.02604,0.55232,-0.02153,2.00E-05,0.0212,-3,0.04462,3,0.04232
tr5yr,7/1/2015,3,1.00E-04,0.01861,0.09995,0.42833,-0.0236,-0.00058,0.02322,-3,0.05427,3,0.05243
tr5yr,7/8/2015,3,0.00015,0.01816,0.11431,0.45145,-0.02281,-0.00063,0.0225,-3,0.04769,3,0.05106
tr5yr,07/15/2015,3,2.00E-04,0.01686,0.14481,0.49767,-0.02063,-0.00069,0.0211,-3,0.03672,3,0.04159
tr5yr,07/22/2015,3,0.00052,0.01637,-0.08905,0.44282,-0.02059,2.00E-05,0.0204,-3,0.03642,3,0.0353
tr5yr,07/29/2015,3,0.00057,0.01602,-0.05586,0.44907,-0.01998,3.00E-05,0.01984,-3,0.03391,3,0.03357
tr5yr,8/5/2015,3,0.00033,0.0174,-0.2222,0.35061,-0.0222,0.00084,0.02171,-3,0.05004,3,0.03712
tr5yr,8/12/2015,3,0.00028,0.0172,-0.15276,0.3021,-0.02211,0.00044,0.02163,-3,0.04585,3,0.03827
tr5yr,08/19/2015,3,0.00035,0.01681,-0.17176,0.22296,-0.02158,0.00046,0.02114,-3,0.04394,3,0.03453
tr5yr,08/26/2015,3,1.00E-04,0.01877,-0.0353,0.41587,-0.02388,1.00E-05,0.02336,-3,0.05658,3,0.05225
tr5yr,9/2/2015,3,0.00035,0.01813,-0.20244,0.49481,-0.02281,0.00049,0.02237,-3,0.0525,3,0.04556
tr5yr,9/9/2015,3,0.00064,0.01785,-0.36164,0.59398,-0.02237,0.00152,0.02196,-3,0.05197,3,0.03983
tr5yr,09/16/2015,3,0.00057,0.01791,-0.29848,0.56926,-0.02248,0.00108,0.02209,-3,0.05207,3,0.04208
tr5yr,09/23/2015,3,0.00037,0.01655,-0.11571,0.48266,-0.02039,0.00058,0.02065,-3,0.03889,3,0.03486
tr5yr,09/30/2015,3,0.00037,0.01714,-0.09286,0.55807,-0.02116,2.00E-05,0.02145,-3,0.04434,3,0.03893
tr5yr,10/7/2015,3,5.00E-04,0.01579,-0.16982,0.53752,-0.01953,0.00067,0.01931,-3,0.03441,3,0.02787
tr5yr,10/14/2015,3,0.00037,0.01504,-0.01273,0.44521,-0.01848,2.00E-05,0.019,-3,0.02678,3,0.02569
tr5yr,10/21/2015,3,0.00071,0.0152,-0.26239,0.51905,-0.019,0.00081,0.01884,-3,0.03096,3,0.02271
tr5yr,10/28/2015,3,0.00085,0.01741,-0.29686,0.65796,-0.02181,0.00093,0.02163,-3,0.0476,3,0.0397
tr5yr,11/4/2015,3,0.00062,0.01743,-0.42663,0.47201,-0.0222,0.00167,0.0213,-3,0.053,3,0.0306
tr5yr,11/11/2015,3,0.00014,0.01653,-0.18574,0.30764,-0.02167,0.00087,0.01995,-3,0.0426,3,0.03086
tr5yr,11/18/2015,3,0.00016,0.01601,-0.09311,0.49851,-0.02021,1.00E-05,0.0194,-3,0.03715,3,0.03158
tr5yr,11/25/2015,3,0.00043,0.01585,-0.19771,0.42582,-0.01962,0.00048,0.01974,-3,0.03462,3,0.02655
tr5yr,12/2/2015,3,0.00031,0.01614,-0.15733,0.52355,-0.02,5.00E-04,0.02014,-3,0.03723,3,0.03059
tr5yr,12/9/2015,3,0.00034,0.01586,-0.13215,0.35183,-0.01994,0.00052,0.01963,-3,0.03521,3,0.02825
tr5yr,12/16/2015,3,0.00017,0.01655,-0.01527,0.4593,-0.02102,2.00E-05,0.02016,-3,0.03991,3,0.03549
tr5yr,12/23/2015,3,0.00036,0.01547,-0.10079,0.49382,-0.01942,2.00E-05,0.01915,-3,0.03193,3,0.0285
tr5yr,12/31/2015,3,0.00029,0.01593,-0.01058,0.44461,-0.02014,2.00E-05,0.01988,-3,0.03295,3,0.03223
tr5yr,1/6/2016,3,0.00032,0.01662,-0.0081,0.33973,-0.02084,2.00E-05,0.02058,-3,0.03759,3,0.03645
tr5yr,01/13/2016,3,0.00034,0.01734,0.02312,0.45243,-0.02134,2.00E-05,0.0218,-3,0.04263,3,0.0432
tr5yr,01/20/2016,3,0.00029,0.01956,0.14867,0.40847,-0.02378,-0.00077,0.02506,-3,0.05595,3,0.06778
tr5yr,01/27/2016,3,0.00046,0.01789,0.07021,0.49596,-0.02181,3.00E-05,0.02252,-3,0.04539,3,0.05074
tr5yr,2/3/2016,3,-0.00015,0.01744,0.12599,0.29912,-0.022,-0.00081,0.0219,-3,0.0422,3,0.04654
tr5yr,2/11/2016,NA,-0.00023,0.01909,0.14683,0.33061,-0.02406,-0.00084,0.0239,-3,0.05565,3,0.05777
tr5yr,02/18/2016,NA,-0.00025,0.01912,0.18702,0.40798,-0.02405,-0.00087,0.02393,-3,0.0564,3,0.06001
tr5yr,02/24/2016,3,-2.00E-05,0.01808,0.0979,0.56488,-0.02219,-0.00044,0.0222,-3,0.04692,3,0.05167
tr5yr,3/2/2016,3,0.00038,0.01851,-0.20569,0.54764,-0.0233,0.00049,0.02284,-3,0.0545,3,0.04924
tr5yr,3/9/2016,3,0.00031,0.01865,-0.14273,0.5967,-0.02288,0.00052,0.02295,-3,0.05464,3,0.05218
tr5yr,03/16/2016,3,0.00028,0.01748,-0.09374,0.59541,-0.02194,1.00E-05,0.02157,-3,0.04556,3,0.04306
tr5yr,03/23/2016,3,0.00022,0.01721,-0.01725,0.52606,-0.02153,2.00E-05,0.0212,-3,0.04317,3,0.04151
tr5yr,03/30/2016,3,0.00019,0.0166,0.05231,0.69754,-0.02055,2.00E-05,0.02027,-3,0.03843,3,0.03722
tr5yr,4/6/2016,3,0.00021,0.0158,0.08382,0.5687,-0.01931,2.00E-05,0.01972,-3,0.03167,3,0.03415
tr5yr,04/13/2016,3,0.00037,0.01584,-0.0157,0.54753,-0.01964,2.00E-05,0.01944,-3,0.03136,3,0.03303
tr5yr,04/20/2016,3,0.00057,0.01712,-0.13188,0.52398,-0.02103,8.00E-04,0.02158,-3,0.04508,3,0.03935
tr5yr,04/27/2016,3,0.00056,0.01661,-0.06028,0.57712,-0.02044,2.00E-05,0.02028,-3,0.03707,3,0.03748
tr5yr,5/4/2016,3,0.00031,0.01702,-0.19059,0.44849,-0.02109,0.00041,0.02141,-3,0.043,3,0.03652
tr5yr,5/11/2016,3,0.00013,0.01639,-0.08394,0.52378,-0.02051,1.00E-05,0.02009,-3,0.03877,3,0.03333
tr5yr,05/18/2016,3,0.00022,0.01722,-0.18507,0.43713,-0.02211,0.00044,0.02121,-3,0.04785,3,0.03738
tr5yr,05/25/2016,3,0.00032,0.01679,-0.20328,0.54643,-0.02112,0.00046,0.02071,-3,0.04398,3,0.0352
tr5yr,6/1/2016,3,0.00034,0.01653,-0.17628,0.4563,-0.02091,0.00047,0.02052,-3,0.04086,3,0.03321
tr5yr,6/8/2016,3,0.00027,0.0159,-0.10888,0.41669,-0.01987,0.00049,0.01954,-3,0.03394,3,0.03021
tr5yr,06/15/2016,3,3.00E-05,0.01809,0.1226,0.41702,-0.02237,-0.00049,0.02295,-3,0.04614,3,0.05309
tr5yr,06/22/2016,3,0.00011,0.01777,0.07957,0.47369,-0.02194,-0.00052,0.02209,-3,0.04467,3,0.04913
tr5yr,06/29/2016,3,0.00022,0.01663,-0.00372,0.67485,-0.02039,2.00E-05,0.02065,-3,0.03745,3,0.03806
tr5yr,7/6/2016,3,0.00048,0.01666,-0.18279,0.55693,-0.02055,0.00062,0.02086,-3,0.04169,3,0.03339
tr5yr,07/13/2016,3,0.00066,0.01605,-0.31617,0.7016,-0.01953,0.00131,0.01994,-3,0.03756,3,0.02674
tr5yr,07/20/2016,3,0.00073,0.01597,-0.32396,0.65682,-0.01991,0.00073,0.0197,-3,0.03767,3,0.02562
tr5yr,07/27/2016,3,0.00077,0.01565,-0.32414,0.59434,-0.01979,0.00081,0.01962,-3,0.0347,3,0.02441
tr5yr,8/3/2016,3,0.00037,0.01593,-0.27886,0.49399,-0.02027,0.00081,0.01984,-3,0.03876,3,0.02583
tr5yr,8/10/2016,3,0.00056,0.0153,-0.42345,0.66593,-0.01924,0.00125,0.01887,-3,0.03517,3,0.01711
tr5yr,08/17/2016,3,0.00051,0.01589,-0.38418,0.68688,-0.01992,0.0013,0.01953,-3,0.03895,3,0.02359
tr5yr,08/24/2016,3,0.00031,0.01587,-0.21848,0.57578,-0.01976,0.00046,0.0194,-3,0.03768,3,0.0282
tr5yr,08/31/2016,3,0.00051,0.01635,-0.37124,0.7518,-0.02044,0.00093,0.02007,-3,0.0425,3,0.02796
tr5yr,9/7/2016,3,0.00063,0.01555,-0.4493,0.73117,-0.01938,0.00145,0.01907,-3,0.03644,3,0.01973
tr5yr,09/14/2016,3,0.00062,0.01579,-0.40173,0.76545,-0.0198,0.00102,0.01949,-3,0.03764,3,0.02363
tr5yr,09/21/2016,3,0.00045,0.01481,-0.2883,0.75351,-0.01816,0.00055,0.01792,-3,0.03023,3,0.02039
tr5yr,09/28/2016,3,0.00034,0.01377,-0.12584,0.62593,-0.01696,2.00E-05,0.01677,-3,0.0208,3,0.01665
tr5yr,10/5/2016,3,0.00042,0.01403,-0.15729,0.56683,-0.0175,0.00062,0.01731,-3,0.02391,3,0.01659
tr5yr,10/12/2016,3,0.00048,0.01403,-0.18525,0.5661,-0.01756,0.00067,0.01739,-3,0.02317,3,0.01628
tr5yr,10/19/2016,3,6.00E-04,0.01333,-0.28424,0.65388,-0.01633,0.00073,0.01621,-3,0.02062,3,0.01077
tr5yr,10/26/2016,3,0.00067,0.01297,-0.31331,0.64999,-0.01581,0.00081,0.01571,-3,0.01838,3,0.00942
tr5yr,11/2/2016,3,0.00028,0.01406,-0.24577,0.60784,-0.01781,0.00041,0.01709,-3,0.02452,3,0.01544
tr5yr,11/9/2016,3,0.00059,0.01543,-0.49067,0.835,-0.01924,0.00167,0.01887,-3,0.03787,3,0.01758
tr5yr,11/16/2016,3,0.00055,0.01774,-0.45465,0.73714,-0.02255,0.00173,0.02121,-3,0.05485,3,0.03506
tr5yr,11/23/2016,3,0.00055,0.01852,-0.41398,0.82231,-0.02294,0.00135,0.02245,-3,0.05968,3,0.0441
tr5yr,11/30/2016,3,0.00071,0.01946,-0.53158,1.01194,-0.02388,0.00186,0.02336,-3,0.06511,3,0.04777
tr5yr,12/7/2016,3,0.00076,0.01795,-0.54057,0.97623,-0.02247,0.00195,0.02156,-3,0.05487,3,0.03511
tr5yr,12/14/2016,3,0.00099,0.01794,-0.66804,1.19506,-0.02201,0.00255,0.02162,-3,0.05559,3,0.03134
tr5yr,12/21/2016,3,0.00069,0.0182,-0.42701,0.79193,-0.02266,0.00162,0.02226,-3,0.05618,3,0.04012
tr5yr,12/28/2016,3,7.00E-04,0.01724,-0.43167,0.76115,-0.02172,0.00172,0.02139,-3,0.04893,3,0.03369
tr5yr,1/4/2017,3,0.00072,0.01832,-0.38245,0.71638,-0.02299,0.00122,0.02263,-3,0.05681,3,0.04154
tr5yr,1/11/2017,3,0.00046,0.01747,-0.1509,0.65523,-0.0215,0.00067,0.02186,-3,0.04558,3,0.04109
tr5yr,01/18/2017,3,0.00056,0.01776,-0.14458,0.57145,-0.02206,0.00073,0.0218,-3,0.04783,3,0.04384
tr5yr,01/25/2017,3,6.00E-04,0.01853,-0.12035,0.59216,-0.02298,0.00081,0.02273,-3,0.05234,3,0.05245
tr5yr,2/1/2017,3,0.00046,0.01698,-0.29767,0.47674,-0.02122,8.00E-04,0.02113,-3,0.04429,3,0.03303
tr5yr,2/8/2017,3,3.00E-04,0.0166,-0.23561,0.63218,-0.02064,0.00042,0.02061,-3,0.04169,3,0.03219
tr5yr,02/15/2017,3,8.00E-05,0.01669,-0.0737,0.48307,-0.02134,1.00E-05,0.02048,-3,0.04163,3,0.03573
tr5yr,02/22/2017,3,1.00E-05,0.01741,0.04293,0.58165,-0.02168,-0.00043,0.02123,-3,0.04244,3,0.0432
tr5yr,3/1/2017,3,3.00E-04,0.01817,-0.19502,0.72439,-0.02232,0.00047,0.02233,-3,0.05257,3,0.04603
tr5yr,3/8/2017,3,0.00018,0.01722,-0.05642,0.56379,-0.02134,1.00E-05,0.02142,-3,0.04267,3,0.04141
tr5yr,03/15/2017,3,0.00018,0.01612,-0.02984,0.52647,-0.0198,1.00E-05,0.01998,-3,0.03435,3,0.03417
tr5yr,03/22/2017,3,0.00012,0.01628,0.07402,0.58484,-0.02032,-0.00052,0.02001,-3,0.03387,3,0.03703
tr5yr,03/29/2017,3,0.00024,0.01621,-0.01,0.6528,-0.01982,2.00E-05,0.02009,-3,0.0346,3,0.03468
tr5yr,4/5/2017,3,0.00021,0.01606,0.05411,0.58423,-0.01974,-0.00058,0.02007,-3,0.03254,3,0.03537
tr5yr,4/12/2017,3,3.00E-05,0.01798,0.26048,0.59434,-0.0219,-0.00126,0.02224,-3,0.04409,3,0.05354
tr5yr,04/20/2017,NA,0.00021,0.01745,0.15302,0.46903,-0.02176,-0.00068,0.02219,-3,0.03912,3,0.04897
tr5yr,04/26/2017,3,0.00041,0.01496,0.01337,0.56756,-0.01868,2.00E-05,0.01852,-3,0.02693,3,0.02671
tr5yr,5/3/2017,3,9.00E-05,0.01478,-0.01374,0.46306,-0.01863,1.00E-05,0.01827,-3,0.02485,3,0.02421
tr5yr,5/10/2017,3,-0.00013,0.01414,0.12398,0.3885,-0.01797,-4.00E-04,0.01725,-3,0.01799,3,0.0209
