DATE,EXPINF5YR
2014-03-01,1.5687767
2014-04-01,1.7415577
2014-05-01,1.748523
2014-06-01,1.684508
2014-07-01,1.7704087
2014-08-01,1.766452
2014-09-01,1.8315705
2014-10-01,1.7367613
2014-11-01,1.6543211
2014-12-01,1.7832413
2015-01-01,1.5049432
2015-02-01,1.2882705
2015-03-01,1.4951956
2015-04-01,1.5864912
2015-05-01,1.6757722
2015-06-01,1.7112977
2015-07-01,1.7693587
2015-08-01,1.6980816
2015-09-01,1.74063198
2015-10-01,1.579485
2015-11-01,1.6363077
2015-12-01,1.66549508
2016-01-01,1.70130035
2016-02-01,1.52606345
2016-03-01,1.43394055
2016-04-01,1.60102719
2016-05-01,1.62654651
2016-06-01,1.56184274
2016-07-01,1.50923924
2016-08-01,1.51843982
2016-09-01,1.64784373
2016-10-01,1.58977135
2016-11-01,1.65806018
2016-12-01,1.89000404
2017-01-01,1.8454627
2017-02-01,1.82718762
2017-03-01,1.75034457
2017-04-01,1.74714341
2017-05-01,1.71269334
2017-06-01,1.54109835
2017-07-01,1.73893855
2017-08-01,1.70005771
2017-09-01,1.77325229
2017-10-01,1.80800185
2017-11-01,1.85217904
2017-12-01,2.01718195
2018-01-01,1.86617639
2018-02-01,2.00534843
2018-03-01,1.86072811
2018-04-01,1.89293546
2018-05-01,2.00894606
2018-06-01,1.92400996
2018-07-01,2.03159462
2018-08-01,2.07519107
2018-09-01,2.10310861
2018-10-01,2.11263929
2018-11-01,2.09822052
2018-12-01,2.01953345
2019-01-01,1.87267231
2019-02-01,1.88227201
2019-03-01,1.570003
2019-04-01,1.69509441
2019-05-01,1.7638552
2019-06-01,1.54038275
2019-07-01,1.59047749
2019-08-01,1.56887016
2019-09-01,1.46482077
2019-10-01,1.54904817
2019-11-01,1.57873628
2019-12-01,1.61310184
2020-01-01,1.64111652
2020-02-01,1.51320566
2020-03-01,1.1211007
2020-04-01,0.88234276
2020-05-01,0.86493627
2020-06-01,1.01290639
2020-07-01,1.2377693
2020-08-01,1.23958067
2020-09-01,1.23631532
2020-10-01,1.20124146
2020-11-01,1.23965611
2020-12-01,1.30246527
2021-01-01,1.24288849
2021-02-01,1.31345304
2021-03-01,1.36586039
2021-04-01,1.47891829
2021-05-01,1.48598552
2021-06-01,1.52568217
2021-07-01,1.55335025
2021-08-01,1.54992943
2021-09-01,1.63260191
2021-10-01,1.51670347
2021-11-01,1.72679923
2021-12-01,1.7407948
2022-01-01,1.73444186
2022-02-01,1.89861214
2022-03-01,1.97801677
2022-04-01,2.26755868
2022-05-01,2.45008154
2022-06-01,2.5513544
2022-07-01,2.28813375
2022-08-01,2.1869859
2022-09-01,2.53306319
2022-10-01,2.40070757
2022-11-01,2.53058351
2022-12-01,2.26844917
2023-01-01,2.31430445
2023-02-01,2.13652091
2023-03-01,2.22638086
2023-04-01,2.13835537
2023-05-01,2.19228495
2023-06-01,1.66807333
2023-07-01,2.08637277
2023-08-01,2.1788282
2023-09-01,2.28083051
2023-10-01,2.4128972
2023-11-01,2.4352391
2023-12-01,2.36399899
2024-01-01,2.17791016
